incident_id,date_time,crime_type,latitude,longitude,district,pincode,outcome,victim_age,victim_gender,source,severity
GZB_001915,2024-09-06 01:04:10,Fraud,28.703728768133104,77.46040363636803,Ghaziabad,201011,No Action,28,Female,FIR,2
GZB_001916,2025-01-30 03:16:00,Cyber Crime,28.669273068390947,77.46232322533612,Ghaziabad,201012,Investigation,8,Female,PoliceDataset,2
GZB_001917,2025-08-22 14:59:15,Domestic Violence,28.743987133807387,77.47957656999151,Ghaziabad,201002,Pending,30,Male,FIR,3
GZB_001918,2023-11-16 09:56:57,Domestic Violence,28.709567113996822,77.41013337825582,Ghaziabad,201005,No Action,29,Female,PoliceDataset,3
GZB_001919,2023-06-21 17:08:42,Robbery,28.70358230108862,77.45076090475736,Ghaziabad,201006,Arrest,31,Male,PoliceDataset,4
GZB_001920,2023-05-16 12:51:04,Domestic Violence,28.593162872671385,77.50636386312239,Ghaziabad,201011,Investigation,32,Male,FIR,3
GZB_001921,2023-08-01 15:45:47,Fraud,28.62377436441043,77.40402774169978,Ghaziabad,201001,Investigation,32,Female,CommunityReport,2
GZB_001922,2023-08-09 18:43:22,Vehicle Theft,28.695135493166188,77.44972065274787,Ghaziabad,201010,Investigation,31,Female,FIR,3
GZB_001923,2024-03-27 20:00:49,Robbery,28.618466034366026,77.51744501225579,Ghaziabad,201011,No Action,27,Male,FIR,4
GZB_001924,2025-09-01 09:58:40,Domestic Violence,28.746105655990494,77.53990823443118,Ghaziabad,201004,No Action,36,Female,News,3
GZB_001925,2025-01-24 00:08:00,Assault,28.656494994420047,77.41113839031398,Ghaziabad,201002,No Action,12,Female,FIR,3
GZB_001926,2024-03-29 18:15:10,Domestic Violence,28.70086533603579,77.4511456820299,Ghaziabad,201004,Charge Sheeted,25,Male,CommunityReport,3
GZB_001927,2023-04-02 19:58:16,Theft,28.649784927754176,77.41089127974752,Ghaziabad,201001,Arrest,23,Male,News,2
GZB_001928,2024-03-21 13:07:51,Fraud,28.550262522971206,77.429265542876,Ghaziabad,201010,No Action,26,Female,FIR,2
GZB_001929,2025-04-07 07:50:59,Robbery,28.64898238218069,77.42175586776004,Ghaziabad,201006,Investigation,44,Male,FIR,4
GZB_001930,2024-06-01 18:39:56,Theft,28.67508688695696,77.44385035086614,Ghaziabad,201010,No Action,54,Male,PoliceDataset,2
GZB_001931,2023-03-11 01:31:42,Robbery,28.66599280203196,77.46128405280798,Ghaziabad,201004,Charge Sheeted,33,Male,News,4
GZB_001932,2025-03-15 15:07:25,Domestic Violence,28.6732747192759,77.4607069171796,Ghaziabad,201012,Investigation,36,Male,News,3
GZB_001933,2024-01-30 21:07:27,Theft,28.720547733000718,77.47091466996682,Ghaziabad,201006,Investigation,14,Male,FIR,2
GZB_001934,2024-04-26 17:31:19,Domestic Violence,28.71032245175936,77.45489267747027,Ghaziabad,201012,Investigation,31,Female,FIR,3
GZB_001935,2025-07-22 07:35:50,Vehicle Theft,28.710056131048756,77.45918016869676,Ghaziabad,201007,Investigation,31,Male,FIR,3
GZB_001936,2023-01-21 16:28:23,Cyber Crime,28.674036929426403,77.45575812975889,Ghaziabad,201012,Pending,30,Male,News,2
GZB_001937,2025-09-10 18:23:10,Theft,28.731337479154686,77.53732196508697,Ghaziabad,201003,Arrest,16,Female,PoliceDataset,2
GZB_001938,2023-12-30 08:36:53,Assault,28.544443157722192,77.46093229093756,Ghaziabad,201004,Investigation,29,Male,CommunityReport,3
GZB_001939,2023-05-20 19:20:20,Theft,28.668308462940256,77.4501484632043,Ghaziabad,201001,Pending,39,Male,FIR,2
GZB_001940,2023-06-16 11:27:30,Fraud,28.572652807866422,77.49934295227935,Ghaziabad,201012,Arrest,17,Female,FIR,2
GZB_001941,2025-07-09 13:26:39,Vehicle Theft,28.62977816348846,77.44658908784322,Ghaziabad,201006,Arrest,37,Male,FIR,3
GZB_001942,2024-01-28 09:26:26,Robbery,28.643195701348226,77.53276020416043,Ghaziabad,201011,Investigation,30,Male,News,4
GZB_001943,2024-08-23 07:18:02,Assault,28.661365284242745,77.41110617001142,Ghaziabad,201012,Investigation,26,Male,FIR,3
GZB_001944,2024-05-26 19:42:16,Theft,28.70067352418339,77.44165699329399,Ghaziabad,201003,No Action,44,Female,FIR,2
GZB_001945,2023-11-19 07:21:28,Vehicle Theft,28.651466420593795,77.41757830114369,Ghaziabad,201005,No Action,32,Male,PoliceDataset,3
GZB_001946,2023-08-05 07:36:59,Cyber Crime,28.668877528058637,77.41364198670897,Ghaziabad,201012,Pending,46,Male,FIR,2
GZB_001947,2025-08-30 13:57:13,Domestic Violence,28.64712698694429,77.39830653540712,Ghaziabad,201005,Investigation,29,Female,CommunityReport,3
GZB_001948,2023-05-29 19:02:00,Robbery,28.704894445231858,77.45395238896594,Ghaziabad,201002,Investigation,21,Male,News,4
GZB_001949,2024-03-01 21:38:02,Fraud,28.69888563041148,77.44881318189307,Ghaziabad,201003,Arrest,31,Female,CommunityReport,2
GZB_001950,2023-01-31 08:15:16,Fraud,28.532226962878827,77.52518364133773,Ghaziabad,201007,Investigation,44,Male,FIR,2
GZB_001951,2024-07-02 11:52:14,Theft,28.669964310598964,77.44592944873315,Ghaziabad,201005,Investigation,17,Female,FIR,2
GZB_001952,2023-05-12 16:52:09,Burglary,28.631290582805622,77.54879742291477,Ghaziabad,201003,Investigation,29,Male,FIR,3
GZB_001953,2024-09-11 15:28:09,Assault,28.70985745535431,77.45817854898586,Ghaziabad,201003,Investigation,28,Male,FIR,3
GZB_001954,2025-02-28 19:11:52,Theft,28.699649979664105,77.43880799160425,Ghaziabad,201004,Investigation,32,Female,News,2
GZB_001955,2023-02-27 08:17:46,Domestic Violence,28.662753223401864,77.45735902594599,Ghaziabad,201006,Investigation,8,Female,FIR,3
GZB_001956,2025-01-21 08:29:41,Assault,28.657136531229828,77.4568046935391,Ghaziabad,201007,Investigation,26,Male,News,3
GZB_001957,2024-06-05 17:46:38,Assault,28.66507109434774,77.4051270881046,Ghaziabad,201003,Investigation,10,Male,News,3
GZB_001958,2023-05-01 19:50:44,Robbery,28.707815523521393,77.44918374527496,Ghaziabad,201005,No Action,53,Female,FIR,4
GZB_001959,2023-01-04 12:07:04,Harassment,28.704322086264977,77.4494373367076,Ghaziabad,201007,Pending,38,Male,News,2
GZB_001960,2025-02-06 04:32:08,Vehicle Theft,28.66303067934655,77.42871547148397,Ghaziabad,201010,Investigation,41,Male,CommunityReport,3
GZB_001961,2024-02-19 11:01:40,Theft,28.559753239626804,77.4151473183529,Ghaziabad,201002,Pending,28,Male,PoliceDataset,2
GZB_001962,2023-10-23 18:51:10,Theft,28.701427134370746,77.45270848659939,Ghaziabad,201002,Investigation,29,Male,FIR,2
GZB_001963,2023-04-29 07:09:56,Theft,28.578346897293365,77.51616146342164,Ghaziabad,201007,Investigation,22,Male,FIR,2
GZB_001964,2025-08-30 15:26:58,Assault,28.70532659265923,77.45702723936947,Ghaziabad,201005,Investigation,48,Male,FIR,3
GZB_001965,2024-03-07 17:24:24,Assault,28.543845165498674,77.47105688007123,Ghaziabad,201006,Pending,8,Male,CommunityReport,3
GZB_001966,2024-06-01 17:38:54,Harassment,28.669575923742812,77.41225349762657,Ghaziabad,201010,Investigation,25,Male,News,2
GZB_001967,2025-07-18 00:24:24,Burglary,28.660407222174026,77.41685468599773,Ghaziabad,201012,Pending,35,Male,PoliceDataset,3
GZB_001968,2025-02-13 08:51:10,Theft,28.57417561815015,77.4175156714139,Ghaziabad,201001,Investigation,30,Male,News,2
GZB_001969,2025-03-05 17:35:48,Fraud,28.703920888916574,77.4611770824178,Ghaziabad,201002,Investigation,32,Male,FIR,2
GZB_001970,2023-09-06 13:55:27,Robbery,28.71077629733814,77.45218728753801,Ghaziabad,201010,Investigation,55,Female,CommunityReport,4
GZB_001971,2024-11-14 10:25:12,Domestic Violence,28.69837389840507,77.45306063688842,Ghaziabad,201006,Investigation,24,Male,News,3
GZB_001972,2025-07-01 15:43:19,Assault,28.66776778364099,77.44951368064177,Ghaziabad,201011,Investigation,20,Male,PoliceDataset,3
GZB_001973,2024-12-16 04:50:17,Vehicle Theft,28.6581190373013,77.41335950357417,Ghaziabad,201004,Investigation,37,Male,FIR,3
GZB_001974,2024-12-01 02:27:35,Vehicle Theft,28.650342817857666,77.4187071828814,Ghaziabad,201004,Investigation,22,Female,FIR,3
GZB_001975,2025-10-17 12:38:53,Vehicle Theft,28.663199608550343,77.46011467978784,Ghaziabad,201010,Investigation,28,Male,News,3
GZB_001976,2024-06-30 09:12:38,Theft,28.552306874443264,77.50969772345674,Ghaziabad,201005,Arrest,22,Male,FIR,2
GZB_001977,2023-04-02 17:27:29,Robbery,28.661785061841268,77.41068864996997,Ghaziabad,201005,Pending,10,Male,PoliceDataset,4
GZB_001978,2023-11-19 11:12:54,Theft,28.532226962878827,77.52518364133773,Ghaziabad,201006,Investigation,31,Male,PoliceDataset,2
GZB_001979,2025-02-17 13:26:52,Robbery,28.70231244754626,77.45682903304703,Ghaziabad,201012,Investigation,12,Male,PoliceDataset,4
GZB_001980,2023-11-10 20:11:50,Sexual Assault,28.736003166348787,77.45334653447524,Ghaziabad,201003,Investigation,27,Male,News,5
GZB_001981,2023-06-25 16:24:38,Theft,28.701282382652384,77.4456167424849,Ghaziabad,201010,Pending,52,Male,FIR,2
GZB_001982,2023-02-07 20:43:52,Theft,28.646399854256103,77.4160210035728,Ghaziabad,201001,Arrest,29,Male,FIR,2
GZB_001983,2023-03-02 20:59:04,Vehicle Theft,28.674774088349167,77.4616679778491,Ghaziabad,201002,Investigation,33,Female,PoliceDataset,3
GZB_001984,2024-06-19 03:41:36,Robbery,28.738749123039117,77.46232363400662,Ghaziabad,201010,Pending,8,Female,FIR,4
GZB_001985,2025-10-03 11:33:08,Assault,28.67412720689851,77.45712920344128,Ghaziabad,201002,No Action,50,Female,PoliceDataset,3
GZB_001986,2024-08-25 11:03:17,Theft,28.638070270465192,77.54993538501436,Ghaziabad,201003,No Action,14,Female,FIR,2
GZB_001987,2025-03-19 15:56:31,Harassment,28.660510792235584,77.40589647059866,Ghaziabad,201010,Investigation,29,Female,CommunityReport,2
GZB_001988,2024-01-24 09:20:00,Theft,28.668980634344226,77.45767646785787,Ghaziabad,201007,Arrest,19,Male,FIR,2
GZB_001989,2025-05-04 06:28:27,Cyber Crime,28.673262432533072,77.45370587524145,Ghaziabad,201003,Pending,41,Male,PoliceDataset,2
GZB_001990,2023-04-12 17:40:49,Burglary,28.7005470020201,77.46111309282445,Ghaziabad,201005,No Action,26,Female,News,3
GZB_001991,2023-05-15 07:12:29,Sexual Assault,28.566963902425346,77.43798395916443,Ghaziabad,201003,Investigation,22,Male,FIR,5
GZB_001992,2025-06-11 17:54:08,Fraud,28.648898691418527,77.4160798119888,Ghaziabad,201002,Investigation,59,Male,News,2
GZB_001993,2024-10-18 05:46:23,Sexual Assault,28.74221015414887,77.51884435418074,Ghaziabad,201006,Investigation,38,Female,News,5
GZB_001994,2025-01-18 14:20:05,Burglary,28.65463617208989,77.41616215341155,Ghaziabad,201002,No Action,18,Male,FIR,3
GZB_001995,2024-01-31 18:20:35,Fraud,28.661841150985637,77.41876482854406,Ghaziabad,201003,No Action,32,Female,FIR,2
GZB_001996,2023-02-04 07:28:55,Vehicle Theft,28.661736871781386,77.45867222843225,Ghaziabad,201007,Investigation,36,Female,PoliceDataset,3
GZB_001997,2025-08-12 09:53:55,Vehicle Theft,28.701481068848114,77.44720119545539,Ghaziabad,201005,Investigation,30,Male,PoliceDataset,3
GZB_001998,2024-07-14 20:53:36,Domestic Violence,28.699042488907516,77.45562506489318,Ghaziabad,201004,Arrest,55,Female,FIR,3
GZB_001999,2023-08-04 08:02:36,Domestic Violence,28.546566045495904,77.45814655182723,Ghaziabad,201007,Investigation,16,Male,CommunityReport,3
GZB_002000,2024-04-01 16:14:06,Vehicle Theft,28.691681274075105,77.5471860410387,Ghaziabad,201002,Investigation,24,Male,PoliceDataset,3
GZB_002001,2023-06-08 10:19:15,Vehicle Theft,28.61575732675198,77.53822317805196,Ghaziabad,201002,No Action,50,Male,FIR,3
GZB_002002,2023-11-02 12:36:34,Assault,28.673174205321825,77.45173654904691,Ghaziabad,201004,Investigation,34,Male,PoliceDataset,3
GZB_002003,2024-09-06 21:57:21,Domestic Violence,28.705557861871643,77.49077846864243,Ghaziabad,201010,Charge Sheeted,36,Male,FIR,3
GZB_002004,2023-08-08 12:28:06,Theft,28.665546509652312,77.45127856555081,Ghaziabad,201003,Arrest,44,Male,FIR,2
GZB_002005,2025-05-13 19:03:31,Harassment,28.709999008549417,77.44503018424642,Ghaziabad,201004,No Action,48,Male,PoliceDataset,2
GZB_002006,2024-04-02 02:40:36,Cyber Crime,28.73815456679357,77.53401208898893,Ghaziabad,201011,Investigation,39,Female,FIR,2
GZB_002007,2024-02-02 11:45:19,Theft,28.6858063842694,77.36105830106467,Ghaziabad,201010,Charge Sheeted,39,Male,News,2
GZB_002008,2023-08-07 01:01:55,Fraud,28.748452195845942,77.53281020741083,Ghaziabad,201001,Investigation,43,Male,News,2
GZB_002009,2024-04-02 06:50:48,Cyber Crime,28.56255857537469,77.45984597719865,Ghaziabad,201001,Pending,21,Female,FIR,2
GZB_002010,2024-10-31 12:19:33,Domestic Violence,28.693374682035135,77.45216919445431,Ghaziabad,201006,Investigation,38,Male,News,3
GZB_002011,2025-09-26 16:10:29,Assault,28.670321814594736,77.44773708282277,Ghaziabad,201007,Investigation,24,Male,FIR,3
GZB_002012,2024-05-11 18:53:55,Theft,28.698916689132666,77.45032841083892,Ghaziabad,201003,Investigation,45,Male,CommunityReport,2
GZB_002013,2025-09-26 20:25:50,Assault,28.648078447150933,77.40712237848777,Ghaziabad,201002,Investigation,43,Male,PoliceDataset,3
GZB_002014,2025-01-11 11:30:19,Robbery,28.6761149346987,77.46026315502561,Ghaziabad,201007,Arrest,47,Male,News,4
GZB_002015,2023-05-26 00:42:28,Assault,28.667708787161068,77.45968092471448,Ghaziabad,201002,Investigation,17,Male,FIR,3
GZB_002016,2023-01-27 10:54:18,Domestic Violence,28.546352349339248,77.42053153379192,Ghaziabad,201002,Investigation,15,Male,News,3
GZB_002017,2023-08-07 16:59:01,Burglary,28.655141890502343,77.40890276321187,Ghaziabad,201006,Investigation,34,Male,PoliceDataset,3
GZB_002018,2023-09-03 11:31:13,Cyber Crime,28.647266051069796,77.52786229104375,Ghaziabad,201005,Investigation,20,Male,CommunityReport,2
GZB_002019,2023-02-13 15:26:14,Theft,28.668737540394137,77.45668756727767,Ghaziabad,201007,Arrest,41,Male,CommunityReport,2
GZB_002020,2024-06-24 08:35:06,Robbery,28.66435576593617,77.4501373227873,Ghaziabad,201003,Investigation,47,Male,FIR,4
GZB_002021,2023-02-21 13:06:45,Burglary,28.6731381201898,77.45185922051112,Ghaziabad,201011,Investigation,20,Male,FIR,3
GZB_002022,2023-05-28 19:49:11,Assault,28.550490911989876,77.52767369420964,Ghaziabad,201012,No Action,24,Female,PoliceDataset,3
GZB_002023,2023-01-28 10:07:53,Burglary,28.66338085282359,77.43698433525743,Ghaziabad,201012,Pending,17,Male,FIR,3
GZB_002024,2025-01-02 02:49:06,Assault,28.709376906117296,77.40380167317842,Ghaziabad,201003,Investigation,40,Female,PoliceDataset,3
GZB_002025,2025-02-03 07:38:30,Burglary,28.649344880771913,77.41724456041659,Ghaziabad,201006,Investigation,41,Male,PoliceDataset,3
GZB_002026,2025-06-01 23:30:58,Fraud,28.701965025526643,77.45691237301611,Ghaziabad,201004,No Action,47,Male,FIR,2
GZB_002027,2023-07-23 07:42:26,Burglary,28.701697412790097,77.44559119460797,Ghaziabad,201003,Pending,25,Male,CommunityReport,3
GZB_002028,2025-02-10 00:09:47,Theft,28.648904967375138,77.40872184528993,Ghaziabad,201012,Investigation,30,Male,News,2
GZB_002029,2024-02-21 18:02:03,Burglary,28.53182452807633,77.41802467001432,Ghaziabad,201010,Arrest,37,Male,CommunityReport,3
GZB_002030,2023-07-06 15:20:20,Cyber Crime,28.56987022362043,77.53007488426493,Ghaziabad,201004,Arrest,36,Female,FIR,2
GZB_002031,2023-04-21 08:39:53,Fraud,28.59803686439721,77.42203315604192,Ghaziabad,201002,Arrest,42,Male,CommunityReport,2
GZB_002032,2023-10-25 08:20:23,Theft,28.66723908994236,77.45185012843498,Ghaziabad,201003,No Action,44,Male,News,2
GZB_002033,2024-04-18 20:15:48,Vehicle Theft,28.676267220497053,77.45143807312954,Ghaziabad,201012,Investigation,29,Male,News,3
GZB_002034,2025-08-24 14:13:54,Theft,28.60209336293624,77.42533728096292,Ghaziabad,201007,Arrest,43,Male,FIR,2
GZB_002035,2025-01-03 08:06:52,Vehicle Theft,28.65494982872685,77.4167716779439,Ghaziabad,201007,Investigation,26,Female,FIR,3
GZB_002036,2023-04-09 19:51:05,Assault,28.66339248866943,77.40800425415239,Ghaziabad,201003,No Action,42,Female,PoliceDataset,3
GZB_002037,2023-10-10 16:16:55,Theft,28.679934824380567,77.45108854880856,Ghaziabad,201005,Investigation,31,Female,FIR,2
GZB_002038,2023-11-16 17:23:12,Vehicle Theft,28.711342159080566,77.45500060348468,Ghaziabad,201002,Investigation,25,Male,CommunityReport,3
GZB_002039,2024-06-11 13:11:43,Burglary,28.67368587464126,77.54623562307043,Ghaziabad,201004,Investigation,43,Male,FIR,3
GZB_002040,2024-11-30 08:08:10,Harassment,28.69029544940651,77.39590528826045,Ghaziabad,201011,No Action,25,Male,News,2
GZB_002041,2024-10-20 19:14:45,Assault,28.700047894642125,77.46105409226094,Ghaziabad,201012,Arrest,17,Male,CommunityReport,3
GZB_002042,2025-09-30 12:17:32,Vehicle Theft,28.699270290284204,77.45012780282352,Ghaziabad,201012,Charge Sheeted,23,Male,FIR,3
GZB_002043,2025-01-09 07:06:04,Cyber Crime,28.660431614617607,77.40466928993122,Ghaziabad,201001,Investigation,35,Other,PoliceDataset,2
GZB_002044,2025-08-07 14:35:51,Assault,28.69706696171784,77.44556814444802,Ghaziabad,201005,No Action,30,Female,FIR,3
GZB_002045,2025-01-05 14:52:25,Vehicle Theft,28.66938637048476,77.45369569512083,Ghaziabad,201011,Investigation,35,Female,PoliceDataset,3
GZB_002046,2024-02-07 19:21:18,Vehicle Theft,28.72874840812766,77.37036509182711,Ghaziabad,201012,Investigation,41,Female,News,3
GZB_002047,2023-11-28 16:59:03,Assault,28.700717763473442,77.45264087440324,Ghaziabad,201004,No Action,16,Male,PoliceDataset,3
GZB_002048,2025-10-07 20:35:15,Theft,28.712854300276128,77.45641281105569,Ghaziabad,201007,No Action,30,Female,FIR,2
GZB_002049,2024-03-14 03:16:10,Fraud,28.691405034318116,77.5227968394595,Ghaziabad,201005,Arrest,51,Male,FIR,2
GZB_002050,2025-01-05 10:59:24,Domestic Violence,28.696651166210206,77.37150831580115,Ghaziabad,201001,Investigation,25,Male,FIR,3
GZB_002051,2025-04-05 00:37:02,Theft,28.67603545091018,77.45196128919993,Ghaziabad,201010,Investigation,52,Male,News,2
GZB_002052,2023-05-13 19:54:22,Assault,28.66048520415653,77.40289638361617,Ghaziabad,201002,Investigation,41,Male,FIR,3
GZB_002053,2024-01-29 19:56:29,Theft,28.615847037299897,77.51667639707168,Ghaziabad,201004,No Action,13,Male,FIR,2
GZB_002054,2024-10-15 04:48:17,Domestic Violence,28.66123326680477,77.41828527260752,Ghaziabad,201012,No Action,22,Female,FIR,3
GZB_002055,2023-12-17 10:46:22,Domestic Violence,28.672691287797456,77.445769740791,Ghaziabad,201011,Pending,32,Male,FIR,3
GZB_002056,2025-09-24 17:27:30,Domestic Violence,28.6141953827418,77.36404696920611,Ghaziabad,201001,Investigation,30,Female,CommunityReport,3
GZB_002057,2023-07-19 21:30:00,Theft,28.649558444396558,77.41324526324614,Ghaziabad,201006,Investigation,13,Male,FIR,2
GZB_002058,2025-08-25 08:05:42,Vehicle Theft,28.674618871629256,77.45760153364677,Ghaziabad,201007,Investigation,8,Male,FIR,3
GZB_002059,2024-11-18 15:04:19,Assault,28.704760149549337,77.4523380549038,Ghaziabad,201007,Investigation,43,Female,FIR,3
GZB_002060,2025-02-02 07:20:43,Theft,28.660051074043864,77.41947635354953,Ghaziabad,201011,Investigation,35,Male,CommunityReport,2
GZB_002061,2024-01-28 04:42:29,Assault,28.708353195506767,77.44682730562945,Ghaziabad,201003,Arrest,43,Female,PoliceDataset,3
GZB_002062,2025-06-21 06:06:21,Robbery,28.6178614559573,77.40180758553238,Ghaziabad,201010,Investigation,40,Male,FIR,4
GZB_002063,2025-02-18 18:38:39,Vehicle Theft,28.664585979481267,77.45285417336893,Ghaziabad,201001,Pending,31,Female,FIR,3
GZB_002064,2023-06-03 08:55:53,Assault,28.685969203353515,77.39648945561525,Ghaziabad,201012,Arrest,39,Female,News,3
GZB_002065,2025-06-25 20:46:26,Theft,28.673031477355003,77.45088588733788,Ghaziabad,201001,Investigation,44,Female,CommunityReport,2
GZB_002066,2024-07-26 07:36:48,Vehicle Theft,28.660418700103207,77.40772425392221,Ghaziabad,201004,Investigation,35,Male,FIR,3
GZB_002067,2025-09-18 18:41:18,Burglary,28.66551282396496,77.46016679054169,Ghaziabad,201001,Investigation,29,Female,CommunityReport,3
GZB_002068,2025-05-04 16:16:05,Theft,28.644330569390718,77.41652747838893,Ghaziabad,201011,No Action,8,Male,CommunityReport,2
GZB_002069,2024-09-21 21:53:46,Theft,28.546513709042085,77.52172685433358,Ghaziabad,201005,Investigation,24,Female,FIR,2
GZB_002070,2023-07-08 17:50:07,Burglary,28.70473170128465,77.46555750177946,Ghaziabad,201011,No Action,24,Male,FIR,3
GZB_002071,2024-07-20 16:03:07,Burglary,28.649824783752262,77.41280113504953,Ghaziabad,201007,No Action,20,Male,FIR,3
GZB_002072,2025-07-01 17:29:35,Assault,28.702099457750307,77.45906041323589,Ghaziabad,201007,Investigation,39,Female,CommunityReport,3
GZB_002073,2025-01-14 07:16:26,Theft,28.660331268657654,77.45073266547637,Ghaziabad,201011,Investigation,11,Female,FIR,2
GZB_002074,2024-03-05 09:45:10,Theft,28.69871844764773,77.44724948105697,Ghaziabad,201012,Arrest,34,Female,FIR,2
GZB_002075,2025-03-07 15:47:54,Assault,28.596573039140953,77.49432703942541,Ghaziabad,201003,Investigation,36,Female,FIR,3
GZB_002076,2023-04-24 08:40:44,Cyber Crime,28.677266094500556,77.45404691875842,Ghaziabad,201002,Investigation,27,Male,FIR,2
GZB_002077,2025-04-07 13:39:27,Domestic Violence,28.640828300712236,77.37786779401638,Ghaziabad,201005,Arrest,42,Female,CommunityReport,3
GZB_002078,2024-11-05 06:00:13,Sexual Assault,28.678103412888323,77.4586495219519,Ghaziabad,201011,No Action,36,Male,FIR,5
GZB_002079,2024-03-07 18:06:37,Burglary,28.666346039456528,77.45100985668938,Ghaziabad,201003,Investigation,37,Female,FIR,3
GZB_002080,2025-03-13 14:18:48,Theft,28.706999924071756,77.44445768155214,Ghaziabad,201006,Pending,26,Male,PoliceDataset,2
GZB_002081,2024-06-07 17:14:00,Burglary,28.665502643236913,77.42393614452368,Ghaziabad,201012,Arrest,28,Male,FIR,3
GZB_002082,2023-01-19 19:15:44,Sexual Assault,28.707709494013724,77.45810276075262,Ghaziabad,201002,Investigation,52,Other,FIR,5
GZB_002083,2023-08-11 06:08:14,Assault,28.590013023549783,77.40872793044318,Ghaziabad,201005,Investigation,44,Male,FIR,3
GZB_002084,2023-11-07 13:00:26,Theft,28.706719995100975,77.45923895571083,Ghaziabad,201007,Arrest,34,Male,CommunityReport,2
GZB_002085,2023-06-29 16:36:50,Theft,28.705040477359404,77.44216403249597,Ghaziabad,201004,Arrest,46,Male,FIR,2
GZB_002086,2025-07-04 14:16:49,Theft,28.66209268463617,77.44791916770993,Ghaziabad,201004,Pending,8,Male,CommunityReport,2
GZB_002087,2025-07-13 09:54:29,Burglary,28.66706338090969,77.45459125901355,Ghaziabad,201007,Investigation,41,Male,PoliceDataset,3
GZB_002088,2025-10-30 08:24:49,Cyber Crime,28.66418224121561,77.45257885470477,Ghaziabad,201010,Investigation,44,Female,News,2
GZB_002089,2025-01-30 06:21:37,Fraud,28.70041968097472,77.46142972474293,Ghaziabad,201012,Arrest,12,Male,News,2
GZB_002090,2025-10-16 15:03:49,Vehicle Theft,28.670145104983998,77.44739420976529,Ghaziabad,201005,Investigation,42,Male,News,3
GZB_002091,2023-12-08 15:51:02,Theft,28.702003172572496,77.4456688843322,Ghaziabad,201003,Investigation,49,Female,FIR,2
GZB_002092,2024-03-25 09:31:32,Domestic Violence,28.68384835959515,77.50985647367924,Ghaziabad,201002,Arrest,27,Female,News,3
GZB_002093,2024-01-05 17:55:53,Theft,28.668292784491012,77.445765443474,Ghaziabad,201003,Arrest,33,Female,News,2
GZB_002094,2023-10-09 12:39:18,Cyber Crime,28.706952154049397,77.46347136498699,Ghaziabad,201001,Investigation,30,Female,CommunityReport,2
GZB_002095,2025-08-13 07:25:48,Burglary,28.63040285051455,77.4999288036155,Ghaziabad,201003,Investigation,24,Female,FIR,3
GZB_002096,2023-02-21 19:53:27,Vehicle Theft,28.655310960631475,77.41738632941076,Ghaziabad,201006,Investigation,41,Male,FIR,3
GZB_002097,2024-03-10 13:28:53,Assault,28.700000607348354,77.45874177134856,Ghaziabad,201011,Arrest,24,Male,CommunityReport,3
GZB_002098,2024-12-19 08:27:10,Vehicle Theft,28.715888999535597,77.4535077834488,Ghaziabad,201005,Investigation,29,Male,CommunityReport,3
GZB_002099,2023-05-12 18:54:52,Burglary,28.671460301087215,77.45794757494605,Ghaziabad,201006,Investigation,34,Male,PoliceDataset,3
GZB_002100,2025-10-10 00:16:13,Robbery,28.663288740728277,77.45661067439727,Ghaziabad,201005,Pending,31,Male,FIR,4
GZB_002101,2023-09-30 09:17:10,Theft,28.53944390636311,77.5010364807307,Ghaziabad,201002,Pending,8,Male,PoliceDataset,2
GZB_002102,2023-10-23 07:31:35,Domestic Violence,28.669917341547592,77.44977062739649,Ghaziabad,201006,Arrest,29,Male,FIR,3
GZB_002103,2024-02-06 21:14:06,Harassment,28.655417805604763,77.4126257179334,Ghaziabad,201005,No Action,20,Male,FIR,2
GZB_002104,2025-10-26 19:23:51,Harassment,28.70269801481317,77.45005939639587,Ghaziabad,201002,Investigation,46,Male,News,2
GZB_002105,2023-06-09 06:17:06,Theft,28.647375166346755,77.40975837217255,Ghaziabad,201012,Investigation,15,Male,FIR,2
GZB_002106,2023-11-29 16:14:34,Fraud,28.708167779737597,77.44312486480851,Ghaziabad,201002,No Action,28,Male,FIR,2
GZB_002107,2023-01-22 09:08:40,Domestic Violence,28.659553563510677,77.40475052371985,Ghaziabad,201010,Investigation,53,Male,PoliceDataset,3
GZB_002108,2025-03-01 14:49:45,Domestic Violence,28.70208971981725,77.45249116804649,Ghaziabad,201006,Investigation,33,Female,News,3
GZB_002109,2023-02-26 15:09:20,Sexual Assault,28.676432791331944,77.46961481591194,Ghaziabad,201010,No Action,22,Male,CommunityReport,5
GZB_002110,2024-03-27 12:24:54,Vehicle Theft,28.705344981228677,77.45776411738414,Ghaziabad,201003,No Action,8,Male,News,3
GZB_002111,2023-03-25 07:25:50,Robbery,28.607066672146853,77.44035966591076,Ghaziabad,201006,Arrest,51,Male,News,4
GZB_002112,2023-11-25 18:24:51,Theft,28.673177153355905,77.37729753714984,Ghaziabad,201003,Arrest,32,Male,FIR,2
GZB_002113,2023-01-02 23:23:08,Cyber Crime,28.74878207337712,77.44144411139193,Ghaziabad,201005,Pending,21,Male,News,2
GZB_002114,2025-01-19 13:18:52,Domestic Violence,28.66900053155967,77.45167739971446,Ghaziabad,201012,Investigation,34,Male,FIR,3
GZB_002115,2025-04-26 03:53:39,Theft,28.71165248594453,77.45554630347495,Ghaziabad,201002,Investigation,27,Female,CommunityReport,2
